expression,model,ECS,correctness,hallucination_rate,robustness_score,hallucination_types,perturbation_types,perturbation_halluc_map,avg_response_time,num_outputs
(x**3 - 1)/(x - 1) + (x - 1),qwen/qwen-2.5-72b-instruct,0.5,0.25,0.75,0.35,"['General_Logic_Hallucination', 'none', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'General_Logic_Hallucination', 'expanded': 'none', 'factored': 'General_Logic_Hallucination', 'simplified': 'General_Logic_Hallucination', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'General_Logic_Hallucination', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",1.685,8
(x**2 - 4)/(x - 2) + (x**2 - 9)/(x - 3),meta-llama/llama-3-8b-instruct,0.25,0.125,0.875,0.175,"['none', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'Extrinsic_Variable_Invention', 'General_Logic_Hallucination', 'General_Logic_Hallucination']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'General_Logic_Hallucination', 'factored': 'General_Logic_Hallucination', 'simplified': 'General_Logic_Hallucination', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'Extrinsic_Variable_Invention', 'adv_identity_mul': 'General_Logic_Hallucination', 'adv_zero_trick': 'General_Logic_Hallucination'}",1.7437500000000001,8
(x**2 - 4)/(x - 2) + (x**2 - 9)/(x - 3),google/gemma-2-9b-it,0.5,0.875,0.125,0.725,"['none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'Extrinsic_Variable_Invention', 'adv_identity_mul': 'none', 'adv_zero_trick': 'none'}",0.85875,8
(x**2 - 4)/(x - 2) + (x**2 - 9)/(x - 3),deepseek/deepseek-chat,0.5,0.625,0.375,0.575,"['none', 'General_Logic_Hallucination', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'General_Logic_Hallucination', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'General_Logic_Hallucination', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'Extrinsic_Variable_Invention', 'adv_identity_mul': 'General_Logic_Hallucination', 'adv_zero_trick': 'none'}",2.51,8
(x**2 - 4)/(x - 2) + (x**2 - 9)/(x - 3),qwen/qwen-2.5-72b-instruct,0.375,0.375,0.625,0.375,"['none', 'General_Logic_Hallucination', 'none', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'Extrinsic_Variable_Invention', 'General_Logic_Hallucination', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'General_Logic_Hallucination', 'factored': 'none', 'simplified': 'General_Logic_Hallucination', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'Extrinsic_Variable_Invention', 'adv_identity_mul': 'General_Logic_Hallucination', 'adv_zero_trick': 'none'}",1.3950000000000002,8
(x**4 - 16)/(x - 2),meta-llama/llama-3-8b-instruct,0.25,0.0,1.0,0.1,"['General_Logic_Hallucination', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'Extrinsic_Variable_Invention']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'General_Logic_Hallucination', 'expanded': 'General_Logic_Hallucination', 'factored': 'General_Logic_Hallucination', 'simplified': 'General_Logic_Hallucination', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'General_Logic_Hallucination', 'adv_identity_mul': 'General_Logic_Hallucination', 'adv_zero_trick': 'Extrinsic_Variable_Invention'}",1.835,8
(x**4 - 16)/(x - 2),google/gemma-2-9b-it,0.5,0.625,0.375,0.575,"['none', 'none', 'none', 'none', 'none', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'Extrinsic_Variable_Invention']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'General_Logic_Hallucination', 'adv_identity_mul': 'General_Logic_Hallucination', 'adv_zero_trick': 'Extrinsic_Variable_Invention'}",1.4012499999999997,8
(x**4 - 16)/(x - 2),deepseek/deepseek-chat,0.625,0.875,0.125,0.775,"['none', 'none', 'none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'Extrinsic_Variable_Invention'}",3.1262499999999998,8
(x**4 - 16)/(x - 2),qwen/qwen-2.5-72b-instruct,0.875,0.875,0.125,0.875,"['none', 'none', 'none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'Extrinsic_Variable_Invention'}",2.8987499999999997,8
(x**3 - 27)/(x - 3),meta-llama/llama-3-8b-instruct,0.5,0.5,0.5,0.5,"['General_Logic_Hallucination', 'General_Logic_Hallucination', 'none', 'none', 'Extrinsic_Variable_Invention', 'none', 'none', 'General_Logic_Hallucination']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'General_Logic_Hallucination', 'expanded': 'General_Logic_Hallucination', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'Extrinsic_Variable_Invention', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'General_Logic_Hallucination'}",2.6374999999999997,8
(x**3 - 27)/(x - 3),google/gemma-2-9b-it,0.7142857142857143,0.8571428571428571,0.25,0.7786,"['Invalid_Syntax_Failure', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none', 'none', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'Invalid_Syntax_Failure', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'Extrinsic_Variable_Invention', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'none'}",1.2457142857142858,7
(x**3 - 27)/(x - 3),deepseek/deepseek-chat,0.75,0.875,0.125,0.825,"['none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none', 'none', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'Extrinsic_Variable_Invention', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'none'}",3.8962499999999998,8
(x**3 - 27)/(x - 3),qwen/qwen-2.5-72b-instruct,0.875,0.875,0.125,0.875,"['none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none', 'none', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'Extrinsic_Variable_Invention', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'none'}",2.1875,8
(x**2 - 1)/(x - 1) + sin(x)**2,meta-llama/llama-3-8b-instruct,0.125,0.0,1.0,0.05,"['General_Logic_Hallucination', 'General_Logic_Hallucination', 'Domain_Transformation_Hallucination', 'Domain_Transformation_Hallucination', 'General_Logic_Hallucination', 'Extrinsic_Variable_Invention', 'Domain_Transformation_Hallucination', 'General_Logic_Hallucination']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'General_Logic_Hallucination', 'expanded': 'General_Logic_Hallucination', 'factored': 'Domain_Transformation_Hallucination', 'simplified': 'Domain_Transformation_Hallucination', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'Extrinsic_Variable_Invention', 'adv_identity_mul': 'Domain_Transformation_Hallucination', 'adv_zero_trick': 'General_Logic_Hallucination'}",1.6975000000000002,8
(x**2 - 1)/(x - 1) + sin(x)**2,google/gemma-2-9b-it,0.2,0.4,0.75,0.29,"['Invalid_Syntax_Failure', 'none', 'Invalid_Syntax_Failure', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'Invalid_Syntax_Failure', 'none', 'General_Logic_Hallucination']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'Invalid_Syntax_Failure', 'expanded': 'none', 'factored': 'Invalid_Syntax_Failure', 'simplified': 'General_Logic_Hallucination', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'Invalid_Syntax_Failure', 'adv_identity_mul': 'none', 'adv_zero_trick': 'General_Logic_Hallucination'}",1.1880000000000002,5
(x**2 - 1)/(x - 1) + sin(x)**2,deepseek/deepseek-chat,0.625,0.875,0.125,0.775,"['none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'Extrinsic_Variable_Invention', 'adv_identity_mul': 'none', 'adv_zero_trick': 'none'}",2.2937499999999997,8
(x**2 - 1)/(x - 1) + sin(x)**2,qwen/qwen-2.5-72b-instruct,0.625,0.625,0.375,0.625,"['none', 'none', 'none', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'Extrinsic_Variable_Invention', 'none', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'General_Logic_Hallucination', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'Extrinsic_Variable_Invention', 'adv_identity_mul': 'none', 'adv_zero_trick': 'none'}",1.46125,8
(a**2 - b**2)/(a - b),meta-llama/llama-3-8b-instruct,0.5,0.5,0.5,0.5,"['none', 'none', 'none', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'General_Logic_Hallucination', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'General_Logic_Hallucination', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'General_Logic_Hallucination', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",1.5424999999999998,8
(a**2 - b**2)/(a - b),google/gemma-2-9b-it,0.75,0.875,0.125,0.825,"['none', 'none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",1.00875,8
(a**2 - b**2)/(a - b),deepseek/deepseek-chat,0.75,0.875,0.125,0.825,"['none', 'none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",1.8275000000000001,8
(a**2 - b**2)/(a - b),qwen/qwen-2.5-72b-instruct,0.875,0.875,0.125,0.875,"['none', 'none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",1.4537499999999999,8
(a**3 - b**3)/(a - b),meta-llama/llama-3-8b-instruct,0.5,0.5,0.5,0.5,"['none', 'none', 'General_Logic_Hallucination', 'none', 'General_Logic_Hallucination', 'none', 'Extrinsic_Variable_Invention', 'General_Logic_Hallucination']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'General_Logic_Hallucination', 'simplified': 'none', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'General_Logic_Hallucination'}",2.14,8
(a**3 - b**3)/(a - b),google/gemma-2-9b-it,0.7142857142857143,0.8571428571428571,0.25,0.7786,"['none', 'none', 'Invalid_Syntax_Failure', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'Invalid_Syntax_Failure', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",1.3542857142857143,7
(a**3 - b**3)/(a - b),deepseek/deepseek-chat,0.75,0.875,0.125,0.825,"['none', 'none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",2.06,8
(a**3 - b**3)/(a - b),qwen/qwen-2.5-72b-instruct,0.875,0.875,0.125,0.875,"['none', 'none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'factored', 'simplified', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'simplified': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",1.3575,8
a**m * a**n / a**p,meta-llama/llama-3-8b-instruct,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714,"['General_Logic_Hallucination', 'none', 'none', 'General_Logic_Hallucination', 'none', 'none', 'Extrinsic_Variable_Invention']","['original', 'expanded', 'factored', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'General_Logic_Hallucination', 'expanded': 'none', 'factored': 'none', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'Extrinsic_Variable_Invention'}",1.3157142857142856,7
a**m * a**n / a**p,google/gemma-2-9b-it,1.0,1.0,0.42857142857142855,0.9143,"['Invalid_Syntax_Failure', 'none', 'Invalid_Syntax_Failure', 'none', 'none', 'none', 'Invalid_Syntax_Failure']","['original', 'expanded', 'factored', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'Invalid_Syntax_Failure', 'expanded': 'none', 'factored': 'Invalid_Syntax_Failure', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'Invalid_Syntax_Failure'}",0.87,4
a**m * a**n / a**p,deepseek/deepseek-chat,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.8571,"['none', 'none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention']","['original', 'expanded', 'factored', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'Extrinsic_Variable_Invention'}",1.9885714285714289,7
a**m * a**n / a**p,qwen/qwen-2.5-72b-instruct,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.8571,"['none', 'none', 'none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention']","['original', 'expanded', 'factored', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'factored': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'Extrinsic_Variable_Invention'}",1.4371428571428573,7
(a*b)**2 / a,meta-llama/llama-3-8b-instruct,0.4,0.2,0.8333333333333334,0.2733,"['none', 'Invalid_Syntax_Failure', 'Extrinsic_Variable_Invention', 'Extrinsic_Variable_Invention', 'General_Logic_Hallucination', 'General_Logic_Hallucination']","['original', 'expanded', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'Invalid_Syntax_Failure', 'adv_variable_remap': 'Extrinsic_Variable_Invention', 'adv_log_exp_wrap': 'Extrinsic_Variable_Invention', 'adv_identity_mul': 'General_Logic_Hallucination', 'adv_zero_trick': 'General_Logic_Hallucination'}",1.5116666666666667,5
(a*b)**2 / a,google/gemma-2-9b-it,0.8,0.8,0.3333333333333333,0.7733,"['none', 'none', 'Invalid_Syntax_Failure', 'none', 'General_Logic_Hallucination', 'none']","['original', 'expanded', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'adv_variable_remap': 'Invalid_Syntax_Failure', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'General_Logic_Hallucination', 'adv_zero_trick': 'none'}",1.734,5
(a*b)**2 / a,deepseek/deepseek-chat,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.8333,"['none', 'none', 'Extrinsic_Variable_Invention', 'none', 'none', 'none']","['original', 'expanded', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'adv_variable_remap': 'Extrinsic_Variable_Invention', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'none', 'adv_zero_trick': 'none'}",1.9716666666666667,6
(a*b)**2 / a,qwen/qwen-2.5-72b-instruct,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6667,"['none', 'none', 'Extrinsic_Variable_Invention', 'none', 'Variable_Loss_Error', 'none']","['original', 'expanded', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'adv_variable_remap': 'Extrinsic_Variable_Invention', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Variable_Loss_Error', 'adv_zero_trick': 'none'}",1.3499999999999999,6
log(a*b) - log(b),meta-llama/llama-3-8b-instruct,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6667,"['none', 'none', 'none', 'Extrinsic_Variable_Invention', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'Extrinsic_Variable_Invention', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",1.3183333333333336,6
log(a*b) - log(b),google/gemma-2-9b-it,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6667,"['none', 'none', 'General_Logic_Hallucination', 'none', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'adv_variable_remap': 'General_Logic_Hallucination', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",0.8033333333333333,6
log(a*b) - log(b),deepseek/deepseek-chat,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.8333,"['none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",1.8250000000000002,6
log(a*b) - log(b),qwen/qwen-2.5-72b-instruct,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.8333,"['none', 'none', 'none', 'none', 'Extrinsic_Variable_Invention', 'none']","['original', 'expanded', 'adv_variable_remap', 'adv_log_exp_wrap', 'adv_identity_mul', 'adv_zero_trick']","{'original': 'none', 'expanded': 'none', 'adv_variable_remap': 'none', 'adv_log_exp_wrap': 'none', 'adv_identity_mul': 'Extrinsic_Variable_Invention', 'adv_zero_trick': 'none'}",1.4916666666666665,6
